noisy_romaji	kanji	clean_romaji	typo_distance	romaji_style	is_partial	partial_len	tokenized	language_segments	has_en_words
n	日本	n	0	hepburn	1	1	n日本		0
	日本	n	1	hepburn	1	1	日本		0
b	日本	n	2	hepburn	1	1	b日本		0
x	日本	n	3	hepburn	1	1	x日本		0
nippon	日本	nippon	0	hepburn	1	6	nippon日本		0
nkppon	日本	nippon	1	hepburn	1	6	nkppon日本		0
nppon	日本	nippon	2	hepburn	1	6	nppon日本		0
nipnop	日本	nippon	3	hepburn	1	6	nipnop日本		0
nippon	日本	nippon	0	kunrei	0	0	nippon日本		0
ippon	日本	nippon	1	kunrei	0	0	ippon日本		0
inppojn	日本	nippon	2	kunrei	0	0	inppojn日本		0
nilponm	日本	nippon	3	kunrei	0	0	nilponm日本		0
nippon	日本	nippon	0	kunrei	1	6	nippon日本		0
niopon	日本	nippon	1	kunrei	1	6	niopon日本		0
niplpoh	日本	nippon	2	kunrei	1	6	niplpoh日本		0
inpon	日本	nippon	3	kunrei	1	6	inpon日本		0
nip	日本	nip	0	kunrei	1	3	nip日本		0
nil	日本	nip	1	kunrei	1	3	nil日本		0
mniop	日本	nip	2	kunrei	1	3	mniop日本		0
o	日本	nip	3	kunrei	1	3	o日本		0
nippon	日本	nippon	0	waapuro	0	0	nippon日本		0
nppon	日本	nippon	1	waapuro	0	0	nppon日本		0
npiopn	日本	nippon	2	waapuro	0	0	npiopn日本		0
nipopn	日本	nippon	3	waapuro	0	0	nipopn日本		0
nipp	日本	nipp	0	waapuro	1	4	nipp日本		0
nipo	日本	nipp	1	waapuro	1	4	nipo日本		0
nipl	日本	nipp	2	waapuro	1	4	nipl日本		0
nioll	日本	nipp	3	waapuro	1	4	nioll日本		0
nippo	日本	nippo	0	waapuro	1	5	nippo日本		0
nipop	日本	nippo	1	waapuro	1	5	nipop日本		0
nkipo	日本	nippo	2	waapuro	1	5	nkipo日本		0
ilplo	日本	nippo	3	waapuro	1	5	ilplo日本		0
natsu	夏	natsu	0	hepburn	0	0	natsu夏		0
natwu	夏	natsu	1	hepburn	0	0	natwu夏		0
angsu	夏	natsu	2	hepburn	0	0	angsu夏		0
nsi	夏	natsu	3	hepburn	0	0	nsi夏		0
nats	夏	nats	0	hepburn	1	4	nats夏		0
bats	夏	nats	1	hepburn	1	4	bats夏		0
ntsa	夏	nats	2	hepburn	1	4	ntsa夏		0
fns	夏	nats	3	hepburn	1	4	fns夏		0
n	夏	n	0	hepburn	1	1	n夏		0
j	夏	n	1	hepburn	1	1	j夏		0
g	夏	n	2	hepburn	1	1	g夏		0
bvg	夏	n	3	hepburn	1	1	bvg夏		0
natu	夏	natu	0	kunrei	0	0	natu夏		0
atu	夏	natu	1	kunrei	0	0	atu夏		0
nwt	夏	natu	2	kunrei	0	0	nwt夏		0
ju	夏	natu	3	kunrei	0	0	ju夏		0
natu	夏	natu	0	kunrei	1	4	natu夏		0
atu	夏	natu	1	kunrei	1	4	atu夏		0
naj	夏	natu	2	kunrei	1	4	naj夏		0
mnatuh	夏	natu	3	kunrei	1	4	mnatuh夏		0
na	夏	na	0	kunrei	1	2	na夏		0
ns	夏	na	1	kunrei	1	2	ns夏		0
s	夏	na	2	kunrei	1	2	s夏		0
e	夏	na	3	kunrei	1	2	e夏		0
natu	夏	natu	0	waapuro	0	0	natu夏		0
ntau	夏	natu	1	waapuro	0	0	ntau夏		0
naur	夏	natu	2	waapuro	0	0	naur夏		0
naty	夏	natu	3	waapuro	0	0	naty夏		0
n	夏	n	0	waapuro	1	1	n夏		0
	夏	n	1	waapuro	1	1	夏		0
jb	夏	n	2	waapuro	1	1	jb夏		0
jk	夏	n	3	waapuro	1	1	jk夏		0
nat	夏	nat	0	waapuro	1	3	nat夏		0
nar	夏	nat	1	waapuro	1	3	nar夏		0
nac	夏	nat	2	waapuro	1	3	nac夏		0
t	夏	nat	3	waapuro	1	3	t夏		0
atsui	暑い	atsui	0	hepburn	0	0	atsui暑い		0
atxui	暑い	atsui	1	hepburn	0	0	atxui暑い		0
agshui	暑い	atsui	2	hepburn	0	0	agshui暑い		0
stusk	暑い	atsui	3	hepburn	0	0	stusk暑い		0
atsui	暑い	atsui	0	hepburn	1	5	atsui暑い		0
atshi	暑い	atsui	1	hepburn	1	5	atshi暑い		0
wtsuu	暑い	atsui	2	hepburn	1	5	wtsuu暑い		0
atsyi	暑い	atsui	3	hepburn	1	5	atsyi暑い		0
at	暑い	at	0	hepburn	1	2	at暑い		0
qat	暑い	at	1	hepburn	1	2	qat暑い		0
ya	暑い	at	2	hepburn	1	2	ya暑い		0
yza	暑い	at	3	hepburn	1	2	yza暑い		0
atui	暑い	atui	0	kunrei	0	0	atui暑い		0
atiu	暑い	atui	1	kunrei	0	0	atiu暑い		0
ti	暑い	atui	2	kunrei	0	0	ti暑い		0
agtu	暑い	atui	3	kunrei	0	0	agtu暑い		0
atui	暑い	atui	0	kunrei	1	4	atui暑い		0
atuoi	暑い	atui	1	kunrei	1	4	atuoi暑い		0
aftuui	暑い	atui	2	kunrei	1	4	aftuui暑い		0
atuyi	暑い	atui	3	kunrei	1	4	atuyi暑い		0
a	暑い	a	0	kunrei	1	1	a暑い		0
q	暑い	a	1	kunrei	1	1	q暑い		0
q	暑い	a	2	kunrei	1	1	q暑い		0
	暑い	a	3	kunrei	1	1	暑い		0
atui	暑い	atui	0	waapuro	0	0	atui暑い		0
agui	暑い	atui	1	waapuro	0	0	agui暑い		0
srui	暑い	atui	2	waapuro	0	0	srui暑い		0
atti	暑い	atui	3	waapuro	0	0	atti暑い		0
atui	暑い	atui	0	waapuro	1	4	atui暑い		0
atuj	暑い	atui	1	waapuro	1	4	atuj暑い		0
ui	暑い	atui	2	waapuro	1	4	ui暑い		0
suu	暑い	atui	3	waapuro	1	4	suu暑い		0
atu	暑い	atu	0	waapuro	1	3	atu暑い		0
satu	暑い	atu	1	waapuro	1	3	satu暑い		0
t	暑い	atu	2	waapuro	1	3	t暑い		0
aytuuy	暑い	atu	3	waapuro	1	3	aytuuy暑い		0
haru	春	haru	0	hepburn	0	0	haru春		0
hsru	春	haru	1	hepburn	0	0	hsru春		0
nhafru	春	haru	2	hepburn	0	0	nhafru春		0
hr	春	haru	3	hepburn	0	0	hr春		0
h	春	h	0	hepburn	1	1	h春		0
j	春	h	1	hepburn	1	1	j春		0
s	春	h	2	hepburn	1	1	s春		0
j	春	h	3	hepburn	1	1	j春		0
ha	春	ha	0	hepburn	1	2	ha春		0
a	春	ha	1	hepburn	1	2	a春		0
hq	春	ha	2	hepburn	1	2	hq春		0
byhs	春	ha	3	hepburn	1	2	byhs春		0
haru	春	haru	0	kunrei	0	0	haru春		0
uharu	春	haru	1	kunrei	0	0	uharu春		0
haru	春	haru	2	kunrei	0	0	haru春		0
ghru	春	haru	3	kunrei	0	0	ghru春		0
har	春	har	0	kunrei	1	3	har春		0
ahr	春	har	1	kunrei	1	3	ahr春		0
ur	春	har	2	kunrei	1	3	ur春		0
hszatr	春	har	3	kunrei	1	3	hszatr春		0
haru	春	haru	0	kunrei	1	4	haru春		0
hau	春	haru	1	kunrei	1	4	hau春		0
hfau	春	haru	2	kunrei	1	4	hfau春		0
hu	春	haru	3	kunrei	1	4	hu春		0
haru	春	haru	0	waapuro	0	0	haru春		0
hsru	春	haru	1	waapuro	0	0	hsru春		0
zhru	春	haru	2	waapuro	0	0	zhru春		0
thau	春	haru	3	waapuro	0	0	thau春		0
h	春	h	0	waapuro	1	1	h春		0
y	春	h	1	waapuro	1	1	y春		0
ty	春	h	2	waapuro	1	1	ty春		0
g	春	h	3	waapuro	1	1	g春		0
ha	春	ha	0	waapuro	1	2	ha春		0
hw	春	ha	1	waapuro	1	2	hw春		0
q	春	ha	2	waapuro	1	2	q春		0
wau	春	ha	3	waapuro	1	2	wau春		0
sakura	桜	sakura	0	hepburn	0	0	sakura桜		0
sakrua	桜	sakura	1	hepburn	0	0	sakrua桜		0
sakudea	桜	sakura	2	hepburn	0	0	sakudea桜		0
sqajurs	桜	sakura	3	hepburn	0	0	sqajurs桜		0
sak	桜	sak	0	hepburn	1	3	sak桜		0
eak	桜	sak	1	hepburn	1	3	eak桜		0
aski	桜	sak	2	hepburn	1	3	aski桜		0
kw	桜	sak	3	hepburn	1	3	kw桜		0
sakura	桜	sakura	0	hepburn	1	6	sakura桜		0
saiura	桜	sakura	1	hepburn	1	6	saiura桜		0
sakru	桜	sakura	2	hepburn	1	6	sakru桜		0
skayua	桜	sakura	3	hepburn	1	6	skayua桜		0
sakura	桜	sakura	0	kunrei	0	0	sakura桜		0
askura	桜	sakura	1	kunrei	0	0	askura桜		0
sqkurza	桜	sakura	2	kunrei	0	0	sqkurza桜		0
sutra	桜	sakura	3	kunrei	0	0	sutra桜		0
sa	桜	sa	0	kunrei	1	2	sa桜		0
a	桜	sa	1	kunrei	1	2	a桜		0
ae	桜	sa	2	kunrei	1	2	ae桜		0
sz	桜	sa	3	kunrei	1	2	sz桜		0
sak	桜	sak	0	kunrei	1	3	sak桜		0
sk	桜	sak	1	kunrei	1	3	sk桜		0
k	桜	sak	2	kunrei	1	3	k桜		0
a	桜	sak	3	kunrei	1	3	a桜		0
sakura	桜	sakura	0	waapuro	0	0	sakura桜		0
sakuar	桜	sakura	1	waapuro	0	0	sakuar桜		0
wakra	桜	sakura	2	waapuro	0	0	wakra桜		0
aakgra	桜	sakura	3	waapuro	0	0	aakgra桜		0
sak	桜	sak	0	waapuro	1	3	sak桜		0
zak	桜	sak	1	waapuro	1	3	zak桜		0
saml	桜	sak	2	waapuro	1	3	saml桜		0
a	桜	sak	3	waapuro	1	3	a桜		0
sa	桜	sa	0	waapuro	1	2	sa桜		0
s	桜	sa	1	waapuro	1	2	s桜		0
sa	桜	sa	2	waapuro	1	2	sa桜		0
s	桜	sa	3	waapuro	1	2	s桜		0
mi	見	mi	0	hepburn	0	0	mi見		0
kmi	見	mi	1	hepburn	0	0	kmi見		0
nmji	見	mi	2	hepburn	0	0	nmji見		0
ki	見	mi	3	hepburn	0	0	ki見		0
m	見	m	0	hepburn	1	1	m見		0
k	見	m	1	hepburn	1	1	k見		0
jm	見	m	2	hepburn	1	1	jm見		0
n	見	m	3	hepburn	1	1	n見		0
mi	見	mi	0	hepburn	1	2	mi見		0
miu	見	mi	1	hepburn	1	2	miu見		0
mkj	見	mi	2	hepburn	1	2	mkj見		0
imn	見	mi	3	hepburn	1	2	imn見		0
mi	見	mi	0	kunrei	0	0	mi見		0
m	見	mi	1	kunrei	0	0	m見		0
j	見	mi	2	kunrei	0	0	j見		0
k	見	mi	3	kunrei	0	0	k見		0
m	見	m	0	kunrei	1	1	m見		0
	見	m	1	kunrei	1	1	見		0
mn	見	m	2	kunrei	1	1	mn見		0
s	見	m	3	kunrei	1	1	s見		0
mi	見	mi	0	kunrei	1	2	mi見		0
nmi	見	mi	1	kunrei	1	2	nmi見		0
	見	mi	2	kunrei	1	2	見		0
k	見	mi	3	kunrei	1	2	k見		0
mi	見	mi	0	waapuro	0	0	mi見		0
i	見	mi	1	waapuro	0	0	i見		0
mj	見	mi	2	waapuro	0	0	mj見		0
	見	mi	3	waapuro	0	0	見		0
m	見	m	0	waapuro	1	1	m見		0
	見	m	1	waapuro	1	1	見		0
kmk	見	m	2	waapuro	1	1	kmk見		0
mj	見	m	3	waapuro	1	1	mj見		0
mi	見	mi	0	waapuro	1	2	mi見		0
im	見	mi	1	waapuro	1	2	im見		0
i	見	mi	2	waapuro	1	2	i見		0
nmi	見	mi	3	waapuro	1	2	nmi見		0
iki	行き	iki	0	hepburn	0	0	iki行き		0
ioi	行き	iki	1	hepburn	0	0	ioi行き		0
iki	行き	iki	2	hepburn	0	0	iki行き		0
jii	行き	iki	3	hepburn	0	0	jii行き		0
i	行き	i	0	hepburn	1	1	i行き		0
k	行き	i	1	hepburn	1	1	k行き		0
	行き	i	2	hepburn	1	1	行き		0
z	行き	i	3	hepburn	1	1	z行き		0
iki	行き	iki	0	hepburn	1	3	iki行き		0
kii	行き	iki	1	hepburn	1	3	kii行き		0
kiu	行き	iki	2	hepburn	1	3	kiu行き		0
i	行き	iki	3	hepburn	1	3	i行き		0
iki	行き	iki	0	kunrei	0	0	iki行き		0
imi	行き	iki	1	kunrei	0	0	imi行き		0
ijji	行き	iki	2	kunrei	0	0	ijji行き		0
lki	行き	iki	3	kunrei	0	0	lki行き		0
ik	行き	ik	0	kunrei	1	2	ik行き		0
i	行き	ik	1	kunrei	1	2	i行き		0
mi	行き	ik	2	kunrei	1	2	mi行き		0
omi	行き	ik	3	kunrei	1	2	omi行き		0
i	行き	i	0	kunrei	1	1	i行き		0
u	行き	i	1	kunrei	1	1	u行き		0
i	行き	i	2	kunrei	1	1	i行き		0
ii	行き	i	3	kunrei	1	1	ii行き		0
iki	行き	iki	0	waapuro	0	0	iki行き		0
ilki	行き	iki	1	waapuro	0	0	ilki行き		0
uiik	行き	iki	2	waapuro	0	0	uiik行き		0
ii	行き	iki	3	waapuro	0	0	ii行き		0
i	行き	i	0	waapuro	1	1	i行き		0
u	行き	i	1	waapuro	1	1	u行き		0
uiu	行き	i	2	waapuro	1	1	uiu行き		0
q	行き	i	3	waapuro	1	1	q行き		0
iki	行き	iki	0	waapuro	1	3	iki行き		0
iik	行き	iki	1	waapuro	1	3	iik行き		0
kio	行き	iki	2	waapuro	1	3	kio行き		0
iuik	行き	iki	3	waapuro	1	3	iuik行き		0
aki	秋	aki	0	hepburn	0	0	aki秋		0
zaki	秋	aki	1	hepburn	0	0	zaki秋		0
ikai	秋	aki	2	hepburn	0	0	ikai秋		0
ja	秋	aki	3	hepburn	0	0	ja秋		0
aki	秋	aki	0	hepburn	1	3	aki秋		0
aik	秋	aki	1	hepburn	1	3	aik秋		0
kaui	秋	aki	2	hepburn	1	3	kaui秋		0
qok	秋	aki	3	hepburn	1	3	qok秋		0
ak	秋	ak	0	hepburn	1	2	ak秋		0
k	秋	ak	1	hepburn	1	2	k秋		0
aokl	秋	ak	2	hepburn	1	2	aokl秋		0
	秋	ak	3	hepburn	1	2	秋		0
aki	秋	aki	0	kunrei	0	0	aki秋		0
aik	秋	aki	1	kunrei	0	0	aik秋		0
ak	秋	aki	2	kunrei	0	0	ak秋		0
qaiji	秋	aki	3	kunrei	0	0	qaiji秋		0
ak	秋	ak	0	kunrei	1	2	ak秋		0
akm	秋	ak	1	kunrei	1	2	akm秋		0
amk	秋	ak	2	kunrei	1	2	amk秋		0
xzj	秋	ak	3	kunrei	1	2	xzj秋		0
a	秋	a	0	kunrei	1	1	a秋		0
q	秋	a	1	kunrei	1	1	q秋		0
z	秋	a	2	kunrei	1	1	z秋		0
qw	秋	a	3	kunrei	1	1	qw秋		0
aki	秋	aki	0	waapuro	0	0	aki秋		0
aik	秋	aki	1	waapuro	0	0	aik秋		0
zkiu	秋	aki	2	waapuro	0	0	zkiu秋		0
ikzi	秋	aki	3	waapuro	0	0	ikzi秋		0
ak	秋	ak	0	waapuro	1	2	ak秋		0
a	秋	ak	1	waapuro	1	2	a秋		0
wka	秋	ak	2	waapuro	1	2	wka秋		0
zako	秋	ak	3	waapuro	1	2	zako秋		0
aki	秋	aki	0	waapuro	1	3	aki秋		0
amki	秋	aki	1	waapuro	1	3	amki秋		0
iak	秋	aki	2	waapuro	1	3	iak秋		0
kio	秋	aki	3	waapuro	1	3	kio秋		0
kouyou	紅葉	kouyou	0	hepburn	0	0	kouyou紅葉		0
kouuyou	紅葉	kouyou	1	hepburn	0	0	kouuyou紅葉		0
jkuyou	紅葉	kouyou	2	hepburn	0	0	jkuyou紅葉		0
kuogyu	紅葉	kouyou	3	hepburn	0	0	kuogyu紅葉		0
kouyo	紅葉	kouyo	0	hepburn	1	5	kouyo紅葉		0
kuyo	紅葉	kouyo	1	hepburn	1	5	kuyo紅葉		0
kouyi	紅葉	kouyo	2	hepburn	1	5	kouyi紅葉		0
mokyo	紅葉	kouyo	3	hepburn	1	5	mokyo紅葉		0
ko	紅葉	ko	0	hepburn	1	2	ko紅葉		0
jo	紅葉	ko	1	hepburn	1	2	jo紅葉		0
ko	紅葉	ko	2	hepburn	1	2	ko紅葉		0
lo	紅葉	ko	3	hepburn	1	2	lo紅葉		0
kouyou	紅葉	kouyou	0	kunrei	0	0	kouyou紅葉		0
koyuou	紅葉	kouyou	1	kunrei	0	0	koyuou紅葉		0
kouiyou	紅葉	kouyou	2	kunrei	0	0	kouiyou紅葉		0
kohyouj	紅葉	kouyou	3	kunrei	0	0	kohyouj紅葉		0
kouyou	紅葉	kouyou	0	kunrei	1	6	kouyou紅葉		0
koutyou	紅葉	kouyou	1	kunrei	1	6	koutyou紅葉		0
ouyouh	紅葉	kouyou	2	kunrei	1	6	ouyouh紅葉		0
kojuykiu	紅葉	kouyou	3	kunrei	1	6	kojuykiu紅葉		0
kouyo	紅葉	kouyo	0	kunrei	1	5	kouyo紅葉		0
kouoy	紅葉	kouyo	1	kunrei	1	5	kouoy紅葉		0
kloyuo	紅葉	kouyo	2	kunrei	1	5	kloyuo紅葉		0
kpouy	紅葉	kouyo	3	kunrei	1	5	kpouy紅葉		0
kouyou	紅葉	kouyou	0	waapuro	0	0	kouyou紅葉		0
kouoyu	紅葉	kouyou	1	waapuro	0	0	kouoyu紅葉		0
kuyou	紅葉	kouyou	2	waapuro	0	0	kuyou紅葉		0
koyou	紅葉	kouyou	3	waapuro	0	0	koyou紅葉		0
kouyo	紅葉	kouyo	0	waapuro	1	5	kouyo紅葉		0
kuoyo	紅葉	kouyo	1	waapuro	1	5	kuoyo紅葉		0
koiuyio	紅葉	kouyo	2	waapuro	1	5	koiuyio紅葉		0
pkuylo	紅葉	kouyo	3	waapuro	1	5	pkuylo紅葉		0
k	紅葉	k	0	waapuro	1	1	k紅葉		0
	紅葉	k	1	waapuro	1	1	紅葉		0
q	紅葉	k	2	waapuro	1	1	q紅葉		0
il	紅葉	k	3	waapuro	1	1	il紅葉		0
kirei	綺麗	kirei	0	hepburn	0	0	kirei綺麗		0
kireoi	綺麗	kirei	1	hepburn	0	0	kireoi綺麗		0
kitwi	綺麗	kirei	2	hepburn	0	0	kitwi綺麗		0
kirie	綺麗	kirei	3	hepburn	0	0	kirie綺麗		0
k	綺麗	k	0	hepburn	1	1	k綺麗		0
ik	綺麗	k	1	hepburn	1	1	ik綺麗		0
lm	綺麗	k	2	hepburn	1	1	lm綺麗		0
	綺麗	k	3	hepburn	1	1	綺麗		0
kirei	綺麗	kirei	0	hepburn	1	5	kirei綺麗		0
kirsei	綺麗	kirei	1	hepburn	1	5	kirsei綺麗		0
mifrei	綺麗	kirei	2	hepburn	1	5	mifrei綺麗		0
nire	綺麗	kirei	3	hepburn	1	5	nire綺麗		0
kirei	綺麗	kirei	0	kunrei	0	0	kirei綺麗		0
kireki	綺麗	kirei	1	kunrei	0	0	kireki綺麗		0
kriwi	綺麗	kirei	2	kunrei	0	0	kriwi綺麗		0
kmirwei	綺麗	kirei	3	kunrei	0	0	kmirwei綺麗		0
ki	綺麗	ki	0	kunrei	1	2	ki綺麗		0
ku	綺麗	ki	1	kunrei	1	2	ku綺麗		0
u	綺麗	ki	2	kunrei	1	2	u綺麗		0
hj	綺麗	ki	3	kunrei	1	2	hj綺麗		0
kire	綺麗	kire	0	kunrei	1	4	kire綺麗		0
kre	綺麗	kire	1	kunrei	1	4	kre綺麗		0
koirw	綺麗	kire	2	kunrei	1	4	koirw綺麗		0
krij	綺麗	kire	3	kunrei	1	4	krij綺麗		0
kirei	綺麗	kirei	0	waapuro	0	0	kirei綺麗		0
kieri	綺麗	kirei	1	waapuro	0	0	kieri綺麗		0
irwei	綺麗	kirei	2	waapuro	0	0	irwei綺麗		0
irewi	綺麗	kirei	3	waapuro	0	0	irewi綺麗		0
kirei	綺麗	kirei	0	waapuro	1	5	kirei綺麗		0
kirie	綺麗	kirei	1	waapuro	1	5	kirie綺麗		0
iei	綺麗	kirei	2	waapuro	1	5	iei綺麗		0
krkie	綺麗	kirei	3	waapuro	1	5	krkie綺麗		0
ki	綺麗	ki	0	waapuro	1	2	ki綺麗		0
kiu	綺麗	ki	1	waapuro	1	2	kiu綺麗		0
k	綺麗	ki	2	waapuro	1	2	k綺麗		0
kk	綺麗	ki	3	waapuro	1	2	kk綺麗		0
haha	母	haha	0	hepburn	0	0	haha母		0
hahz	母	haha	1	hepburn	0	0	hahz母		0
hhaqa	母	haha	2	hepburn	0	0	hhaqa母		0
hahdxz	母	haha	3	hepburn	0	0	hahdxz母		0
haha	母	haha	0	hepburn	1	4	haha母		0
hayha	母	haha	1	hepburn	1	4	hayha母		0
haahs	母	haha	2	hepburn	1	4	haahs母		0
jhaa	母	haha	3	hepburn	1	4	jhaa母		0
h	母	h	0	hepburn	1	1	h母		0
g	母	h	1	hepburn	1	1	g母		0
yg	母	h	2	hepburn	1	1	yg母		0
yt	母	h	3	hepburn	1	1	yt母		0
haha	母	haha	0	kunrei	0	0	haha母		0
hsha	母	haha	1	kunrei	0	0	hsha母		0
ghhaa	母	haha	2	kunrei	0	0	ghhaa母		0
hauqz	母	haha	3	kunrei	0	0	hauqz母		0
h	母	h	0	kunrei	1	1	h母		0
hn	母	h	1	kunrei	1	1	hn母		0
b	母	h	2	kunrei	1	1	b母		0
a	母	h	3	kunrei	1	1	a母		0
ha	母	ha	0	kunrei	1	2	ha母		0
h	母	ha	1	kunrei	1	2	h母		0
gha	母	ha	2	kunrei	1	2	gha母		0
b	母	ha	3	kunrei	1	2	b母		0
haha	母	haha	0	waapuro	0	0	haha母		0
haa	母	haha	1	waapuro	0	0	haa母		0
hagsa	母	haha	2	waapuro	0	0	hagsa母		0
nhsah	母	haha	3	waapuro	0	0	nhsah母		0
haha	母	haha	0	waapuro	1	4	haha母		0
aha	母	haha	1	waapuro	1	4	aha母		0
hhaz	母	haha	2	waapuro	1	4	hhaz母		0
sah	母	haha	3	waapuro	1	4	sah母		0
ha	母	ha	0	waapuro	1	2	ha母		0
ah	母	ha	1	waapuro	1	2	ah母		0
b	母	ha	2	waapuro	1	2	b母		0
ay	母	ha	3	waapuro	1	2	ay母		0
ryouri	料理	ryouri	0	hepburn	0	0	ryouri料理		0
ryourik	料理	ryouri	1	hepburn	0	0	ryourik料理		0
ryojuriu	料理	ryouri	2	hepburn	0	0	ryojuriu料理		0
ryikurui	料理	ryouri	3	hepburn	0	0	ryikurui料理		0
ryour	料理	ryour	0	hepburn	1	5	ryour料理		0
ryuor	料理	ryour	1	hepburn	1	5	ryuor料理		0
ryuod	料理	ryour	2	hepburn	1	5	ryuod料理		0
rpour	料理	ryour	3	hepburn	1	5	rpour料理		0
r	料理	r	0	hepburn	1	1	r料理		0
t	料理	r	1	hepburn	1	1	t料理		0
d	料理	r	2	hepburn	1	1	d料理		0
q	料理	r	3	hepburn	1	1	q料理		0
ryouri	料理	ryouri	0	kunrei	0	0	ryouri料理		0
youri	料理	ryouri	1	kunrei	0	0	youri料理		0
ruyorui	料理	ryouri	2	kunrei	0	0	ruyorui料理		0
dour	料理	ryouri	3	kunrei	0	0	dour料理		0
r	料理	r	0	kunrei	1	1	r料理		0
f	料理	r	1	kunrei	1	1	f料理		0
r	料理	r	2	kunrei	1	1	r料理		0
dd	料理	r	3	kunrei	1	1	dd料理		0
ryour	料理	ryour	0	kunrei	1	5	ryour料理		0
ryor	料理	ryour	1	kunrei	1	5	ryor料理		0
trypur	料理	ryour	2	kunrei	1	5	trypur料理		0
rtuoer	料理	ryour	3	kunrei	1	5	rtuoer料理		0
ryouri	料理	ryouri	0	waapuro	0	0	ryouri料理		0
eyouri	料理	ryouri	1	waapuro	0	0	eyouri料理		0
yrour	料理	ryouri	2	waapuro	0	0	yrour料理		0
rdyour	料理	ryouri	3	waapuro	0	0	rdyour料理		0
ryour	料理	ryour	0	waapuro	1	5	ryour料理		0
ryor	料理	ryour	1	waapuro	1	5	ryor料理		0
ryoruj	料理	ryour	2	waapuro	1	5	ryoruj料理		0
gyour	料理	ryour	3	waapuro	1	5	gyour料理		0
ry	料理	ry	0	waapuro	1	2	ry料理		0
yr	料理	ry	1	waapuro	1	2	yr料理		0
ur	料理	ry	2	waapuro	1	2	ur料理		0
yh	料理	ry	3	waapuro	1	2	yh料理		0
tsukutsu	作っ	tsukutsu	0	hepburn	0	0	tsukutsu作っ		0
tsukutsyu	作っ	tsukutsu	1	hepburn	0	0	tsukutsyu作っ		0
tsukyutzsu	作っ	tsukutsu	2	hepburn	0	0	tsukyutzsu作っ		0
tsutsu	作っ	tsukutsu	3	hepburn	0	0	tsutsu作っ		0
tsuk	作っ	tsuk	0	hepburn	1	4	tsuk作っ		0
tzuk	作っ	tsuk	1	hepburn	1	4	tzuk作っ		0
tk	作っ	tsuk	2	hepburn	1	4	tk作っ		0
sl	作っ	tsuk	3	hepburn	1	4	sl作っ		0
tsukuts	作っ	tsukuts	0	hepburn	1	7	tsukuts作っ		0
tsukus	作っ	tsukuts	1	hepburn	1	7	tsukus作っ		0
tskuts	作っ	tsukuts	2	hepburn	1	7	tskuts作っ		0
rtasukutw	作っ	tsukuts	3	hepburn	1	7	rtasukutw作っ		0
tukutsu	作っ	tukutsu	0	kunrei	0	0	tukutsu作っ		0
tukutsju	作っ	tukutsu	1	kunrei	0	0	tukutsju作っ		0
tulokutsu	作っ	tukutsu	2	kunrei	0	0	tulokutsu作っ		0
uugtsu	作っ	tukutsu	3	kunrei	0	0	uugtsu作っ		0
tuk	作っ	tuk	0	kunrei	1	3	tuk作っ		0
tuok	作っ	tuk	1	kunrei	1	3	tuok作っ		0
tuji	作っ	tuk	2	kunrei	1	3	tuji作っ		0
ytjk	作っ	tuk	3	kunrei	1	3	ytjk作っ		0
tukuts	作っ	tukuts	0	kunrei	1	6	tukuts作っ		0
tukurs	作っ	tukuts	1	kunrei	1	6	tukurs作っ		0
utkhts	作っ	tukuts	2	kunrei	1	6	utkhts作っ		0
tumruts	作っ	tukuts	3	kunrei	1	6	tumruts作っ		0
tukutsu	作っ	tukutsu	0	waapuro	0	0	tukutsu作っ		0
tuuktsu	作っ	tukutsu	1	waapuro	0	0	tuuktsu作っ		0
thktsu	作っ	tukutsu	2	waapuro	0	0	thktsu作っ		0
tmukhtsu	作っ	tukutsu	3	waapuro	0	0	tmukhtsu作っ		0
tukuts	作っ	tukuts	0	waapuro	1	6	tukuts作っ		0
tukust	作っ	tukuts	1	waapuro	1	6	tukust作っ		0
tujkhts	作っ	tukuts	2	waapuro	1	6	tujkhts作っ		0
tusu	作っ	tukuts	3	waapuro	1	6	tusu作っ		0
t	作っ	t	0	waapuro	1	1	t作っ		0
y	作っ	t	1	waapuro	1	1	y作っ		0
z	作っ	t	2	waapuro	1	1	z作っ		0
s	作っ	t	3	waapuro	1	1	s作っ		0
chichi	父	chichi	0	hepburn	0	0	chichi父		0
vchichi	父	chichi	1	hepburn	0	0	vchichi父		0
vhjchi	父	chichi	2	hepburn	0	0	vhjchi父		0
hichi	父	chichi	3	hepburn	0	0	hichi父		0
c	父	c	0	hepburn	1	1	c父		0
fc	父	c	1	hepburn	1	1	fc父		0
	父	c	2	hepburn	1	1	父		0
	父	c	3	hepburn	1	1	父		0
chi	父	chi	0	hepburn	1	3	chi父		0
hci	父	chi	1	hepburn	1	3	hci父		0
c	父	chi	2	hepburn	1	3	c父		0
cyhui	父	chi	3	hepburn	1	3	cyhui父		0
titi	父	titi	0	kunrei	0	0	titi父		0
tigti	父	titi	1	kunrei	0	0	tigti父		0
tfii	父	titi	2	kunrei	0	0	tfii父		0
jtt	父	titi	3	kunrei	0	0	jtt父		0
ti	父	ti	0	kunrei	1	2	ti父		0
t	父	ti	1	kunrei	1	2	t父		0
tkj	父	ti	2	kunrei	1	2	tkj父		0
fr	父	ti	3	kunrei	1	2	fr父		0
